,uid,title,genre,aired,episodes,members,popularity,ranked,score
243,10721,Mawaru Penguindrum,"['Mystery', 'Comedy', 'Dementia', 'Psychological', 'Drama']","Jul 8, 2011 to Dec 23, 2011",24.0,221240,482,566.0,8.01
244,36563,Megalo Box,"['Action', 'Sci-Fi', 'Slice of Life', 'Sports', 'Drama']","Apr 6, 2018 to Jun 29, 2018",13.0,245621,413,567.0,8.01
245,6774,Kuuchuu Buranko,"['Comedy', 'Psychological', 'Drama', 'Seinen']","Oct 15, 2009 to Dec 24, 2009",11.0,64443,1582,565.0,8.01
246,427,Kaleido Star,"['Comedy', 'Sports', 'Drama', 'Fantasy', 'Shoujo']","Apr 3, 2003 to Mar 27, 2004",51.0,60584,1655,564.0,8.01
247,2829,Ie Naki Ko Remy,"['Adventure', 'Slice of Life', 'Historical', 'Drama']","Sep 1, 1996 to Mar 23, 1997",23.0,12590,3933,563.0,8.01
250,31339,Drifters,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Fantasy', 'Seinen']","Oct 7, 2016 to Dec 23, 2016",12.0,322048,299,557.0,8.01
251,73,Full Metal Panic! The Second Raid,"['Action', 'Military', 'Mecha']","Jul 14, 2005 to Oct 20, 2005",13.0,207982,520,559.0,8.01
254,29893,Aria The Avvenire,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']","Sep 26, 2015",3.0,17315,3441,555.0,8.01
257,2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,"['Action', 'Comedy', 'Sports']","Jun 22, 2007 to Jan 25, 2008",6.0,28443,2647,552.0,8.02
258,995,Tennis no Ouji-sama: Zenkoku Taikai-hen,"['Action', 'Comedy', 'Sports', 'Shounen']","Mar 24, 2006 to Mar 23, 2007",13.0,34217,2377,551.0,8.02
260,339,Serial Experiments Lain,"['Dementia', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']","Jul 6, 1998 to Sep 28, 1998",13.0,369716,241,549.0,8.02
261,15689,Nekomonogatari: Kuro,"['Comedy', 'Supernatural', 'Romance', 'Ecchi']","Dec 31, 2012",4.0,329619,296,548.0,8.02
265,10080,Kami nomi zo Shiru Sekai II,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Supernatural']","Apr 12, 2011 to Jun 28, 2011",12.0,281867,348,544.0,8.02
266,27989,Hibike! Euphonium,"['Music', 'School', 'Drama']","Apr 8, 2015 to Jul 1, 2015",13.0,261912,378,543.0,8.02
267,7338,Darker than Black: Kuro no Keiyakusha Gaiden,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']","Jan 27, 2010 to Jul 21, 2010",4.0,195048,552,541.0,8.02
269,66,Azumanga Daioh,"['Slice of Life', 'Comedy', 'School']","Apr 9, 2002 to Oct 1, 2002",26.0,231367,450,540.0,8.02
270,11113,Usagi Drop Specials,"['Josei', 'Slice of Life']","Oct 28, 2011 to Jan 27, 2012",4.0,53221,1816,539.0,8.03
272,28297,Ore Monogatari!!,"['Comedy', 'Romance', 'Shoujo']","Apr 9, 2015 to Sep 24, 2015",24.0,373132,239,537.0,8.03
273,30885,Noragami Aragoto OVA,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']","Nov 17, 2015 to Mar 17, 2016",2.0,142693,783,536.0,8.03
274,31251,Mobile Suit Gundam: Iron-Blooded Orphans,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']","Oct 4, 2015 to Mar 27, 2016",25.0,129568,876,535.0,8.03
275,33489,Little Witch Academia (TV),"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'School']","Jan 9, 2017 to Jun 26, 2017",25.0,340616,283,534.0,8.03
277,5678,Kobato.,"['Comedy', 'Drama', 'Romance', 'Fantasy']","Oct 6, 2009 to Mar 23, 2010",24.0,123252,914,532.0,8.03
278,9996,Hyouge Mono,"['Historical', 'Samurai', 'Seinen']","Apr 7, 2011 to Jan 26, 2012",39.0,18488,3325,531.0,8.03
280,21877,High Score Girl,"['Game', 'Comedy', 'Romance', 'School', 'Seinen']","Jul 14, 2018 to Sep 28, 2018",12.0,101399,1101,529.0,8.03
281,122,Full Moon wo Sagashite,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']","Apr 6, 2002 to Mar 29, 2003",52.0,80316,1353,527.0,8.03
282,35968,Wotaku ni Koi wa Muzukashii,"['Comedy', 'Romance', 'Slice of Life']","Apr 13, 2018 to Jun 22, 2018",11.0,307339,315,524.0,8.04
283,77,Mahou Shoujo Lyrical Nanoha A's,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']","Oct 2, 2005 to Dec 25, 2005",13.0,52796,1825,523.0,8.04
284,31741,Magi: Sinbad no Bouken (TV),"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']","Apr 16, 2016 to Jul 2, 2016",13.0,234179,446,522.0,8.04
285,11739,Kimi to Boku. 2,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life']","Apr 3, 2012 to Jun 26, 2012",13.0,63315,1608,521.0,8.04
286,934,Higurashi no Naku Koro ni,"['Mystery', 'Dementia', 'Horror', 'Psychological', 'Supernatural', 'Thriller']","Apr 5, 2006 to Sep 27, 2006",26.0,530024,118,519.0,8.04
287,18661,Kamisama Hajimemashita OVA,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']","Aug 20, 2013",2.0,69499,1516,520.0,8.04
288,21855,Hanamonogatari,"['Mystery', 'Comedy', 'Supernatural']","Aug 16, 2014",5.0,251188,397,518.0,8.04
289,268,Golden Boy,"['Adventure', 'Comedy', 'Ecchi']","Oct 27, 1995 to Jun 28, 1996",6.0,197055,545,517.0,8.04
290,401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"['Romance', 'Samurai', 'Historical', 'Drama', 'Shounen']","Dec 3, 2001",2.0,64269,1583,516.0,8.05
291,29803,Overlord,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Supernatural']","Jul 7, 2015 to Sep 29, 2015",13.0,742933,65,515.0,8.05
293,17265,Log Horizon,"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']","Oct 5, 2013 to Mar 22, 2014",25.0,695241,69,513.0,8.05
294,4814,Junjou Romantica 2,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Oct 12, 2008 to Dec 28, 2008",12.0,124152,903,512.0,8.05
295,39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"['Slice of Life', 'Fantasy']","Oct 3, 2019 to Dec 26, 2019",14.0,51472,1866,511.0,8.06
297,37435,Carole & Tuesday,"['Drama', 'Music', 'Sci-Fi']","Apr 11, 2019 to Oct 3, 2019",24.0,136078,824,509.0,8.05
298,14075,Zetsuen no Tempest,"['Action', 'Mystery', 'Psychological', 'Drama', 'Magic', 'Fantasy', 'Shounen']","Oct 5, 2012 to Mar 29, 2013",24.0,411231,198,508.0,8.06
301,5682,Phantom: Requiem for the Phantom,"['Action', 'Drama', 'Seinen', 'Thriller']","Apr 3, 2009 to Sep 25, 2009",26.0,235408,436,504.0,8.06
302,10049,Nurarihyon no Mago: Sennen Makyou,"['Action', 'Demons', 'Shounen', 'Supernatural']","Jul 3, 2011 to Dec 18, 2011",24.0,116520,968,501.0,8.06
304,1530,Kanon (2006),"['Slice of Life', 'Supernatural', 'Drama', 'Romance']","Oct 6, 2006 to Mar 16, 2007",24.0,211156,508,498.0,8.06
308,227,FLCL,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']","Apr 26, 2000 to Mar 16, 2001",6.0,498692,134,493.0,8.06
313,32995,Yuri!!! on Ice,"['Comedy', 'Sports']","Oct 6, 2016 to Dec 22, 2016",12.0,383651,230,488.0,8.07
314,1023,Wolf's Rain OVA,"['Sci-Fi', 'Adventure', 'Psychological', 'Supernatural', 'Drama']","Jan 23, 2004 to Feb 25, 2004",4.0,49582,1903,487.0,8.07
315,8063,Sekaiichi Hatsukoi OVA,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Mar 22, 2011 to Sep 27, 2011",2.0,50754,1876,486.0,8.07
316,33926,Quanzhi Gaoshou,"['Action', 'Game']","Apr 7, 2017 to Jun 16, 2017",12.0,212909,507,485.0,8.07
319,27831,Durarara!!x2 Ten,"['Action', 'Mystery', 'Supernatural']","Jul 4, 2015 to Sep 26, 2015",12.0,248893,404,482.0,8.07
322,1065,Touch,"['Sports', 'Romance', 'School', 'Drama', 'Slice of Life', 'Shounen']","Mar 24, 1985 to Mar 22, 1987",101.0,22589,3007,479.0,8.08
323,4053,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,"['Comedy', 'Sports', 'School', 'Shounen']","Apr 25, 2008 to Jan 23, 2009",7.0,28114,2662,478.0,8.08
325,846,School Rumble Ni Gakki,"['Comedy', 'Romance', 'School', 'Shounen']","Apr 3, 2006 to Sep 25, 2006",26.0,121544,924,476.0,8.08
328,39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha', 'Shounen']","Apr 29, 2019 to Aug 12, 2019",13.0,5000,5844,474.0,8.08
329,81,Mobile Suit Gundam: The 08th MS Team,"['Military', 'Sci-Fi', 'Adventure', 'Drama', 'Romance', 'Mecha']","Jan 25, 1996 to Jul 25, 1999",12.0,53542,1803,473.0,8.08
331,16001,Kokoro Connect: Michi Random,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']","Nov 19, 2012 to Dec 10, 2012",4.0,172996,632,471.0,8.08
333,9656,Kimi ni Todoke 2nd Season,"['Slice of Life', 'Drama', 'Romance', 'School', 'Shoujo']","Jan 12, 2011 to Mar 30, 2011",12.0,269219,368,469.0,8.08
334,36963,IDOLiSH7 Vibrato,['Music'],"Feb 17, 2018 to Mar 7, 2019",8.0,5366,5625,468.0,8.08
335,23289,Gekkan Shoujo Nozaki-kun,"['Comedy', 'Romance', 'School']","Jul 7, 2014 to Sep 22, 2014",12.0,519868,123,467.0,8.08
336,23199,Durarara!!x2 Shou,"['Action', 'Mystery', 'Supernatural']","Jan 10, 2015 to Mar 28, 2015",12.0,319956,305,465.0,8.08
337,4789,ef: A Tale of Melodies.,"['Mystery', 'Supernatural', 'Drama', 'Romance']","Oct 7, 2008 to Dec 23, 2008",12.0,135194,828,466.0,8.08
338,25879,Working!!!,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']","Jul 5, 2015 to Sep 27, 2015",13.0,158921,699,464.0,8.09
340,37675,Overlord III,"['Action', 'Magic', 'Fantasy', 'Game', 'Supernatural']","Jul 10, 2018 to Oct 2, 2018",13.0,348792,273,462.0,8.09
341,7720,Ookiku Furikabutte: Natsu no Taikai-hen,"['Comedy', 'Seinen', 'Sports']","Apr 2, 2010 to Jun 25, 2010",13.0,31921,2469,461.0,8.09
342,1453,Maison Ikkoku,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Seinen']","Mar 26, 1986 to Mar 2, 1988",96.0,40874,2157,460.0,8.09
344,6045,Kimi ni Todoke,"['Slice of Life', 'Drama', 'Romance', 'School', 'Shoujo']","Oct 7, 2009 to Mar 31, 2010",25.0,511507,127,458.0,8.09
345,2004,Hanada Shounen-shi,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Seinen']","Oct 2, 2002 to Mar 26, 2003",25.0,10104,4324,457.0,8.09
346,6421,Fullmetal Alchemist: Brotherhood Specials,"['Military', 'Adventure', 'Drama', 'Magic', 'Fantasy', 'Shounen']","Aug 26, 2009 to Aug 25, 2010",4.0,106904,1036,456.0,8.09
347,31173,Akagami no Shirayuki-hime 2nd Season,"['Drama', 'Romance', 'Fantasy', 'Shoujo']","Jan 12, 2016 to Mar 29, 2016",12.0,182761,596,455.0,8.09
348,14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'School']","Apr 5, 2013 to Jun 28, 2013",13.0,683483,74,453.0,8.1
349,32615,Youjo Senki,"['Action', 'Military', 'Magic']","Jan 6, 2017 to Mar 31, 2017",12.0,419060,192,454.0,8.1
350,16049,Toaru Kagaku no Railgun S,"['Action', 'Sci-Fi', 'Super Power']","Apr 12, 2013 to Sep 27, 2013",24.0,224991,473,452.0,8.1
351,35790,Tate no Yuusha no Nariagari,"['Action', 'Adventure', 'Drama', 'Fantasy']","Jan 9, 2019 to Jun 26, 2019",25.0,517005,128,451.0,8.1
352,2150,Tanoshii Muumin Ikka,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Slice of Life']","Apr 12, 1990 to Oct 3, 1991",78.0,14065,3768,450.0,8.1
353,535,Slayers Next,"['Adventure', 'Comedy', 'Demons', 'Magic', 'Fantasy']","Apr 5, 1996 to Sep 27, 1996",26.0,53436,1807,449.0,8.1
354,6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power', 'Supernatural']","Jun 24, 2009 to Apr 21, 2010",13.0,70132,1495,448.0,8.1
355,30015,ReLIFE,"['Slice of Life', 'Romance', 'School']","Jul 2, 2016 to Sep 24, 2016",13.0,533921,116,447.0,8.1
356,31174,Osomatsu-san,"['Comedy', 'Parody']","Oct 6, 2015 to Mar 29, 2016",25.0,117769,957,446.0,8.1
357,20507,Noragami,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']","Jan 5, 2014 to Mar 23, 2014",12.0,1125472,16,445.0,8.1
358,851,Kyou kara Ore wa!!,"['Comedy', 'Shounen']","Dec 11, 1992 to Dec 21, 1997",10.0,17458,3419,444.0,8.1
359,12031,Kingdom,"['Action', 'Historical', 'Military', 'Seinen']","Jun 4, 2012 to Feb 25, 2013",38.0,97155,1134,443.0,8.1
360,153,Juuni Kokuki,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']","Apr 9, 2002 to Aug 30, 2003",45.0,99034,1105,442.0,8.1
362,889,Black Lagoon,"['Action', 'Seinen']","Apr 9, 2006 to Jun 25, 2006",12.0,553392,111,440.0,8.1
365,14713,Kamisama Hajimemashita,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']","Oct 2, 2012 to Dec 25, 2012",13.0,331324,292,437.0,8.11
366,16,Hachimitsu to Clover,"['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']","Apr 15, 2005 to Sep 27, 2005",24.0,186696,578,436.0,8.11
367,589,Ginga Nagareboshi Gin,"['Action', 'Adventure', 'Drama', 'Shounen']","Apr 7, 1986 to Aug 22, 1986",21.0,17542,3409,435.0,8.11
370,4901,Black Lagoon: Roberta's Blood Trail,"['Action', 'Seinen']","Jun 27, 2010 to Jun 22, 2011",5.0,168798,649,431.0,8.11
372,6211,Tokyo Magnitude 8.0,['Drama'],"Jul 10, 2009 to Sep 18, 2009",11.0,192704,559,430.0,8.12
373,39231,Qiang Shen Ji,"['Action', 'Sci-Fi']","Dec 8, 2017 to Feb 23, 2018",12.0,791,10095,429.0,8.12
374,1486,Kodomo no Omocha (TV),"['Comedy', 'Drama', 'Romance', 'Shoujo']","Apr 5, 1996 to Mar 27, 1998",102.0,40862,2159,428.0,8.12
376,72,Full Metal Panic? Fumoffu,"['Action', 'Comedy', 'School']","Aug 26, 2003 to Oct 18, 2003",12.0,230437,452,426.0,8.12
378,2164,Dennou Coil,"['Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi']","May 12, 2007 to Dec 1, 2007",26.0,109393,1020,424.0,8.12
379,1482,D.Gray-man,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Demons', 'Shounen']","Oct 3, 2006 to Sep 30, 2008",103.0,494784,136,423.0,8.12
380,1471,City Hunter 2,"['Action', 'Comedy', 'Mystery', 'Shounen']","Apr 2, 1988 to Jul 14, 1989",63.0,14608,3703,422.0,8.12
381,27663,Baby Steps 2nd Season,"['Sports', 'Romance', 'School', 'Shounen']","Apr 5, 2015 to Sep 20, 2015",25.0,63918,1599,421.0,8.12
382,4918,xxxHOLiC Shunmuki,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']","Feb 17, 2009 to Jun 23, 2009",2.0,53279,1813,420.0,8.13
385,1914,Saiunkoku Monogatari 2nd Season,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical', 'Romance']","Apr 7, 2007 to Mar 8, 2008",39.0,31083,2514,417.0,8.13
386,302,Mirai Shounen Conan,"['Adventure', 'Drama', 'Sci-Fi']","Apr 4, 1978 to Oct 31, 1978",26.0,28649,2635,416.0,8.13
387,2034,Lovely★Complex,"['Comedy', 'Romance', 'Shoujo']","Apr 7, 2007 to Sep 29, 2007",24.0,356826,259,415.0,8.13
388,237,Koukyoushihen Eureka Seven,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']","Apr 17, 2005 to Apr 2, 2006",50.0,345393,272,414.0,8.13
390,33206,Kobayashi-san Chi no Maid Dragon,"['Slice of Life', 'Comedy', 'Fantasy']","Jan 12, 2017 to Apr 6, 2017",13.0,533709,119,412.0,8.13
391,36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']","Nov 29, 2019",4.0,8109,4735,404.0,8.14
392,3167,Eve no Jikan,"['Sci-Fi', 'Slice of Life']","Aug 1, 2008 to Sep 18, 2009",6.0,137658,806,411.0,8.13
394,25013,Akatsuki no Yona,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shoujo']","Oct 7, 2014 to Mar 24, 2015",24.0,441757,174,409.0,8.13
395,11123,Sekaiichi Hatsukoi 2,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Oct 8, 2011 to Dec 24, 2011",12.0,105160,1058,408.0,8.14
396,15059,Initial D Fifth Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']","Nov 4, 2012 to May 10, 2013",14.0,65953,1570,407.0,8.14
397,1974,Glass no Kamen (2005),"['Drama', 'Shoujo']","Apr 6, 2005 to Mar 29, 2006",51.0,26595,2743,406.0,8.14
399,16918,Gin no Saji,"['Comedy', 'School', 'Shounen', 'Slice of Life']","Jul 12, 2013 to Sep 20, 2013",11.0,193534,558,403.0,8.14
401,30370,Akatsuki no Yona OVA,"['Action', 'Comedy', 'Fantasy', 'Shoujo']","Sep 18, 2015 to Dec 20, 2016",3.0,71980,1471,401.0,8.14
403,37430,Tensei shitara Slime Datta Ken,"['Fantasy', 'Shounen']","Oct 2, 2018 to Mar 19, 2019",24.0,439570,177,399.0,8.15
404,1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,"['Adventure', 'Sci-Fi', 'Shounen']","Nov 9, 2002 to Jul 25, 2003",13.0,38060,2253,398.0,8.15
405,23755,Nanatsu no Taizai,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']","Oct 5, 2014 to Mar 29, 2015",24.0,946095,38,397.0,8.15
407,3927,Mobile Suit Gundam 00 Second Season,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']","Oct 5, 2008 to Mar 29, 2009",25.0,114276,989,396.0,8.15
410,7791,K-On!!,"['Comedy', 'Music', 'School', 'Slice of Life']","Apr 7, 2010 to Sep 29, 2010",26.0,396521,216,391.0,8.15
411,12189,Hyouka,"['Mystery', 'School', 'Slice of Life']","Apr 23, 2012 to Sep 17, 2012",22.0,686099,72,390.0,8.15
412,7054,Kaichou wa Maid-sama!,"['Comedy', 'Romance', 'School', 'Shoujo']","Apr 2, 2010 to Sep 24, 2010",26.0,653345,79,392.0,8.15
413,135,Hikaru no Go,"['Comedy', 'Game', 'Shounen', 'Supernatural']","Oct 10, 2001 to Mar 26, 2003",75.0,96999,1130,389.0,8.15
414,17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,"['Slice of Life', 'Comedy', 'School', 'Seinen']","Nov 27, 2013",2.0,9614,4414,388.0,8.15
418,24277,Yowamushi Pedal: Grande Road,"['Comedy', 'Drama', 'Shounen', 'Sports']","Oct 7, 2014 to Mar 31, 2015",24.0,88204,1226,383.0,8.16
420,9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power', 'Supernatural']","Feb 23, 2011 to Jul 20, 2011",13.0,49470,1909,381.0,8.16
421,721,Princess Tutu,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance']","Aug 16, 2002 to May 23, 2003",38.0,110983,1010,380.0,8.16
423,14513,Magi: The Labyrinth of Magic,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']","Oct 7, 2012 to Mar 31, 2013",25.0,599813,94,378.0,8.16
425,18679,Kill la Kill,"['Action', 'Comedy', 'Super Power', 'Ecchi', 'School']","Oct 4, 2013 to Mar 28, 2014",24.0,980779,30,375.0,8.16
426,16706,Kami nomi zo Shiru Sekai: Megami-hen,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Shounen']","Jul 9, 2013 to Sep 24, 2013",12.0,229655,455,374.0,8.16
428,3701,Kaiba,"['Adventure', 'Mystery', 'Romance', 'Sci-Fi']","Apr 11, 2008 to Jul 25, 2008",12.0,94833,1154,373.0,8.16
430,186,Initial D Second Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']","Oct 15, 1999 to Jan 21, 2000",13.0,99776,1097,371.0,8.16
432,8425,Gosick,"['Mystery', 'Historical', 'Drama', 'Romance']","Jan 8, 2011 to Jul 2, 2011",24.0,366457,245,387.0,8.15
433,37989,Golden Kamuy 2nd Season,"['Action', 'Adventure', 'Historical', 'Seinen']","Oct 8, 2018 to Dec 24, 2018",12.0,64691,1587,369.0,8.16
434,27833,Durarara!!x2 Ketsu,"['Action', 'Mystery', 'Supernatural']","Jan 9, 2016 to Mar 26, 2016",12.0,235744,438,368.0,8.16
437,2167,Clannad,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']","Oct 5, 2007 to Mar 28, 2008",23.0,888734,45,365.0,8.16
438,2402,Ashita no Joe,"['Action', 'Drama', 'Shounen', 'Slice of Life', 'Sports']","Apr 1, 1970 to Sep 29, 1971",79.0,43533,2074,364.0,8.16
439,23283,Zankyou no Terror,"['Mystery', 'Psychological', 'Thriller']","Jul 11, 2014 to Sep 26, 2014",11.0,642866,84,363.0,8.17
440,1382,Yuusha-Ou GaoGaiGar Final,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']","Jan 21, 2000 to Mar 21, 2003",8.0,6966,5024,362.0,8.17
441,28025,Tsukimonogatari,"['Mystery', 'Comedy', 'Supernatural', 'Ecchi']","Dec 31, 2014",4.0,242523,415,361.0,8.17
445,239,Gankutsuou,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']","Oct 6, 2004 to Mar 30, 2005",24.0,164454,671,357.0,8.17
447,18689,Diamond no Ace,"['Comedy', 'School', 'Shounen', 'Sports']","Oct 6, 2013 to Mar 29, 2015",75.0,141693,789,355.0,8.17
449,2025,Darker than Black: Kuro no Keiyakusha,"['Action', 'Sci-Fi', 'Mystery', 'Super Power']","Apr 6, 2007 to Sep 28, 2007",25.0,656341,76,352.0,8.17
451,38003,Bungou Stray Dogs 3rd Season,"['Action', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']","Apr 12, 2019 to Jun 28, 2019",12.0,149617,750,351.0,8.17
453,4938,Tsubasa: Shunraiki,"['Action', 'Adventure', 'Mystery', 'Supernatural', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shounen']","Mar 17, 2009 to May 15, 2009",2.0,50756,1877,350.0,8.18
454,35838,Shoujo Shuumatsu Ryokou,"['Adventure', 'Mystery', 'Sci-Fi', 'Slice of Life']","Oct 6, 2017 to Dec 22, 2017",12.0,168220,665,348.0,8.18
455,1559,Shijou Saikyou no Deshi Kenichi,"['Action', 'Comedy', 'Martial Arts', 'School', 'Shounen']","Oct 7, 2006 to Sep 30, 2007",50.0,204209,528,346.0,8.18
457,440,Shoujo Kakumei Utena,"['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Psychological', 'Shoujo']","Apr 2, 1997 to Dec 24, 1997",39.0,130172,866,347.0,8.18
459,34577,Nanatsu no Taizai: Imashime no Fukkatsu,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']","Jan 13, 2018 to Jun 30, 2018",24.0,470365,152,343.0,8.18
460,16067,Nagi no Asu kara,"['Drama', 'Fantasy', 'Romance']","Oct 3, 2013 to Apr 3, 2014",26.0,383686,228,342.0,8.18
461,35062,Mahoutsukai no Yome,"['Slice of Life', 'Magic', 'Fantasy', 'Shounen']","Oct 8, 2017 to Mar 25, 2018",24.0,476459,148,341.0,8.18
462,8129,Kuragehime,"['Slice of Life', 'Comedy', 'Josei']","Oct 15, 2010 to Dec 31, 2010",11.0,156751,706,340.0,8.18
463,30831,Kono Subarashii Sekai ni Shukufuku wo!,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Parody', 'Supernatural']","Jan 14, 2016 to Mar 17, 2016",10.0,866116,46,339.0,8.18
465,28071,Itsumo Kokoro ni Taiyou wo!,"['Comedy', 'Ecchi']","Nov 2, 1999 to Nov 26, 1999",16.0,493,11186,337.0,8.18
466,18,Initial D Fourth Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']","Apr 17, 2004 to Feb 18, 2006",24.0,87746,1228,336.0,8.18
467,38422,High Score Girl: Extra Stage,"['Comedy', 'Game', 'Romance', 'School', 'Seinen']","Mar 20, 2019",3.0,29159,2653,335.0,8.18
469,3901,Baccano! Specials,"['Action', 'Mystery', 'Comedy', 'Historical', 'Supernatural']","Feb 27, 2008 to May 28, 2008",3.0,135785,821,333.0,8.18
471,962,Aria The Natural,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']","Apr 3, 2006 to Sep 25, 2006",26.0,55860,1754,332.0,8.18
472,4477,Nodame Cantabile: Paris-hen,"['Comedy', 'Josei', 'Music', 'Romance', 'Slice of Life']","Oct 10, 2008 to Dec 19, 2008",11.0,96961,1129,329.0,8.19
473,1827,Seirei no Moribito,"['Action', 'Adventure', 'Historical', 'Fantasy']","Apr 7, 2007 to Sep 29, 2007",26.0,155569,714,330.0,8.19
474,6336,Mobile Suit Gundam Unicorn,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']","Mar 12, 2010 to Jun 6, 2014",7.0,65690,1569,328.0,8.19
475,2581,Mobile Suit Gundam 00,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']","Oct 6, 2007 to Mar 29, 2008",25.0,164162,672,327.0,8.19
477,3702,Detroit Metal City,"['Music', 'Comedy', 'Seinen']","Aug 8, 2008 to Oct 28, 2008",12.0,156852,704,325.0,8.19
478,24833,Ansatsu Kyoushitsu,"['Action', 'Comedy', 'School', 'Shounen']","Jan 10, 2015 to Jun 20, 2015",22.0,827723,54,324.0,8.19
480,34076,Uchouten Kazoku 2,"['Comedy', 'Demons', 'Drama', 'Fantasy', 'Slice of Life']","Apr 9, 2017 to Jun 25, 2017",12.0,43438,2079,322.0,8.2
481,11597,Nisemonogatari,"['Mystery', 'Comedy', 'Supernatural', 'Ecchi']","Jan 8, 2012 to Mar 18, 2012",11.0,455598,166,319.0,8.2
482,4722,Skip Beat!,"['Comedy', 'Drama', 'Romance', 'Shoujo']","Oct 6, 2008 to Mar 30, 2009",25.0,189533,569,321.0,8.2
